airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Chennai,Economy,12.83,18,7360
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Chennai,Economy,12.83,22,7360
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Chennai,Economy,12.83,25,6414
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Chennai,Economy,12.83,29,6835
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Chennai,Economy,12.83,32,4945
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Chennai,Economy,12.83,36,4945
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Chennai,Economy,12.83,39,4945
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Chennai,Economy,12.83,43,4945
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Business,10.42,45,59033
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Business,10.42,47,59033
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Business,11.0,3,61273
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Business,11.0,5,59033
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Business,11.0,7,59033
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Business,11.0,8,59033
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Business,11.0,10,59033
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Business,11.0,12,59033
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Business,11.0,14,59033
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Business,11.0,15,59033
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Business,11.0,17,59033
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Business,11.0,19,59033
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Business,11.0,21,59033
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Business,11.0,22,59033
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Business,11.0,24,59033
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Business,11.0,26,59033
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Business,11.0,28,59033
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Business,11.0,29,59033
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Business,11.0,31,59033
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Business,11.0,33,59033
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Business,11.0,35,59033
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Business,11.0,36,59033
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Business,11.0,38,59033
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Business,11.0,40,59033
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Business,11.0,42,59033
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Business,11.0,43,59033
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Economy,10.42,47,5360
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.0,1,25800
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.0,7,12990
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.0,8,12990
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.0,10,18135
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.0,17,6756
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.0,21,6227
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.0,24,5281
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.0,35,5360
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.0,43,5360
Air_India,AI-401,Delhi,Early_Morning,one,Late_Night,Bangalore,Business,19.0,5,52522
Air_India,AI-401,Delhi,Early_Morning,one,Late_Night,Bangalore,Business,19.0,7,52522
Air_India,AI-401,Delhi,Early_Morning,one,Late_Night,Bangalore,Business,19.0,10,52522
Air_India,AI-401,Delhi,Early_Morning,one,Late_Night,Bangalore,Business,19.0,12,52522
Air_India,AI-401,Delhi,Early_Morning,one,Late_Night,Bangalore,Business,19.0,14,52522
Air_India,AI-401,Delhi,Early_Morning,one,Late_Night,Bangalore,Business,19.0,19,52522
Air_India,AI-401,Delhi,Early_Morning,one,Late_Night,Bangalore,Business,19.0,21,52522
Air_India,AI-401,Delhi,Early_Morning,one,Late_Night,Bangalore,Business,19.0,24,52522
Air_India,AI-401,Delhi,Early_Morning,one,Late_Night,Bangalore,Business,19.0,26,52522
Air_India,AI-401,Delhi,Early_Morning,one,Late_Night,Bangalore,Business,19.0,28,52522
Air_India,AI-401,Delhi,Early_Morning,one,Late_Night,Bangalore,Business,19.0,31,52522
Air_India,AI-401,Delhi,Early_Morning,one,Late_Night,Bangalore,Business,19.0,33,52522
Air_India,AI-401,Delhi,Early_Morning,one,Late_Night,Bangalore,Business,19.0,35,52522
Air_India,AI-401,Delhi,Early_Morning,one,Late_Night,Bangalore,Business,19.0,38,52522
Air_India,AI-401,Delhi,Early_Morning,one,Late_Night,Bangalore,Business,19.0,40,52522
Air_India,AI-401,Delhi,Early_Morning,one,Late_Night,Bangalore,Business,19.0,42,52522
Air_India,AI-401,Delhi,Early_Morning,one,Late_Night,Bangalore,Economy,19.0,3,13620
Air_India,AI-401,Delhi,Early_Morning,one,Late_Night,Bangalore,Economy,19.0,5,11520
Air_India,AI-401,Delhi,Early_Morning,one,Late_Night,Bangalore,Economy,19.0,7,11520
Air_India,AI-401,Delhi,Early_Morning,one,Late_Night,Bangalore,Economy,19.0,10,11520
Air_India,AI-401,Delhi,Early_Morning,one,Late_Night,Bangalore,Economy,19.0,12,11520
Air_India,AI-401,Delhi,Early_Morning,one,Late_Night,Bangalore,Economy,19.0,14,11940
Air_India,AI-401,Delhi,Early_Morning,one,Late_Night,Bangalore,Economy,19.0,19,6367
Air_India,AI-401,Delhi,Early_Morning,one,Late_Night,Bangalore,Economy,19.0,21,6367
Air_India,AI-401,Delhi,Early_Morning,one,Late_Night,Bangalore,Economy,19.0,26,5421
Air_India,AI-401,Delhi,Early_Morning,one,Late_Night,Bangalore,Economy,19.0,28,5421
Air_India,AI-401,Delhi,Early_Morning,one,Late_Night,Bangalore,Economy,19.0,33,5842
Air_India,AI-401,Delhi,Early_Morning,one,Late_Night,Bangalore,Economy,19.0,35,5842
Air_India,AI-401,Delhi,Early_Morning,one,Late_Night,Bangalore,Economy,19.0,42,5421
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Business,14.0,2,60362
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Business,14.0,4,52522
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Business,14.0,6,52522
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Business,14.0,9,52522
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Business,14.0,11,52522
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Business,14.0,13,52522
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Business,14.0,16,52522
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Business,14.0,18,52522
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Business,14.0,20,52522
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Business,14.0,23,52522
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Business,14.0,25,52522
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Business,14.0,27,52522
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Business,14.0,30,52522
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Business,14.0,32,52522
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Business,14.0,34,52522
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Business,14.0,37,52522
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Business,14.0,39,52522
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Business,14.0,41,52522
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Business,14.0,44,52522
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Business,16.5,45,52522
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Economy,14.0,2,21705
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Economy,14.0,4,12780
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Economy,14.0,6,11940
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Economy,14.0,9,11520
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Economy,14.0,11,11520
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Economy,14.0,13,11520
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Economy,14.0,16,6367
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Economy,14.0,18,18758
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Economy,14.0,20,9727
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Economy,14.0,23,18758
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Economy,14.0,25,9516
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Economy,14.0,27,9202
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Economy,14.0,30,14348
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Economy,14.0,32,6367
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Economy,14.0,34,6367
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Economy,14.0,37,6892
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Economy,14.0,39,6892
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Economy,14.0,41,6045
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Economy,14.0,44,8781
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Economy,16.5,45,5842
Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Economy,16.5,47,5842
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Business,14.5,2,54377
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Business,14.5,5,47657
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Business,14.5,9,47657
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Business,14.5,12,47657
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Business,14.5,16,47657
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Business,14.5,19,47657
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Business,14.5,23,47657
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Business,14.5,26,47657
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Business,14.5,30,47657
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Business,14.5,33,47657
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Business,14.5,37,47657
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Business,14.5,40,47657
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Business,14.5,44,47657
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Business,16.33,3,54377
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Business,16.33,6,47657
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Business,16.33,10,47657
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Business,16.33,13,47657
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Business,16.33,17,47657
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Business,16.33,20,47657
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Business,16.33,24,47657
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Business,16.33,27,47657
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Business,16.33,31,47657
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Business,16.33,34,47657
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Business,16.33,38,47657
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Business,16.33,41,47657
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Economy,14.5,2,13200
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Economy,14.5,5,11520
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Economy,14.5,9,11520
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Economy,14.5,12,11520
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Economy,14.5,16,7360
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Economy,14.5,19,7360
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Economy,14.5,23,7360
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Economy,14.5,26,6414
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Economy,14.5,30,5785
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Economy,14.5,33,4945
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Economy,14.5,37,5260
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Economy,14.5,40,4945
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Economy,14.5,44,4524
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Economy,16.33,3,12780
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Economy,16.33,6,11940
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Economy,16.33,10,11520
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Economy,16.33,13,11520
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Economy,16.33,17,7360
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Economy,16.33,20,7360
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Economy,16.33,24,6414
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Economy,16.33,27,6835
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Economy,16.33,31,5260
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Economy,16.33,34,4945
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Economy,16.33,38,5260
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Economy,16.33,41,4945
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,2,54128
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,3,54128
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,4,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,5,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,6,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,7,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,8,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,9,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,10,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,11,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,12,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,13,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,14,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,15,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,16,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,17,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,18,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,19,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,20,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,21,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,22,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,23,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,24,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,25,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,26,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,27,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,28,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,29,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,30,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,31,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,32,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,33,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,34,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,35,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,36,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,37,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,38,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,39,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,40,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,41,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,42,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,43,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,44,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,45,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,46,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,47,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,48,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,49,47408
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,1,18555
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,4,14880
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,6,13620
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,7,13200
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,8,12780
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,9,13200
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,10,14355
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,11,13620
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,12,13200
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,13,13200
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,14,13620
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,15,7289
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,16,18758
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,17,8510
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,18,6620
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,19,5675
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,20,5675
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,21,4940
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,22,4940
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,23,6620
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,24,5674
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,25,3994
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,26,3994
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,27,4415
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,28,3994
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,29,4415
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,30,5255
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,31,5675
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,32,4415
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,33,4415
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,34,4415
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,35,4415
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,36,4415
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,37,4415
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,38,5675
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,39,4415
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,40,4415
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,41,4415
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,42,3994
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,43,4415
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,44,4415
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,45,4730
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,46,4415
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,47,4415
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,48,4415
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,49,4415
Air_India,AI-401,Delhi,Early_Morning,one,Night,Mumbai,Business,13.25,2,61273
